iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1500,  16,  17.560941349,  1506454685,  425045005
2,  fast1500,  16,  17.561554932,  1534384402,  421369259
3,  fast1500,  16,  17.961233617,  1472301079,  424527570
4,  fast1500,  16,  17.760911759,  1479328797,  438801097
5,  fast1500,  16,  17.161165928,  1462000466,  357033514
6,  fast1500,  16,  17.361566163,  1471297981,  381688996
7,  fast1500,  16,  17.161226479,  1497257189,  411873180
8,  fast1500,  16,  17.359235464,  1465098990,  390221521
9,  fast1500,  16,  16.760204223,  1472234885,  323485603
10,  fast1500,  16,  17.761506211,  1471326563,  401275801
