iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  1,  20,  2.752725207,  3696427063,  200327948
2,  1,  20,  8.756087167,  4320011113,  191338930
3,  1,  20,  9.358410403,  4331990590,  196070378
4,  1,  20,  9.757421457,  4344572695,  190810863
5,  1,  20,  9.758014384,  4348168031,  194127630
6,  1,  20,  2.754262841,  3710596312,  193383281
7,  1,  20,  7.355941380,  4224400044,  188229820
8,  1,  20,  10.558030163,  4358868021,  190373845
9,  1,  20,  2.953042313,  3709151060,  194975871
10,  1,  20,  2.753480880,  3714968248,  191496148
