iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1500,  2,  6.955699062,  4350593734,  153158440
2,  fast1500,  2,  6.751969844,  4332990810,  153195954
3,  fast1500,  2,  6.751245365,  4346047685,  153164026
4,  fast1500,  2,  6.751620860,  4350162559,  153155017
5,  fast1500,  2,  6.751834652,  4353184121,  153172629
6,  fast1500,  2,  6.751600288,  4341650367,  153195081
7,  fast1500,  2,  6.751008644,  4342770982,  153154615
8,  fast1500,  2,  6.751850666,  4354126713,  153197992
9,  fast1500,  2,  6.951993308,  4347600609,  153147467
10,  fast1500,  2,  6.751480166,  4341718122,  153310394
