iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1000,  7,  18.359978086,  1005850829,  349947529
2,  fast1000,  7,  18.741722798,  1013936284,  367827319
3,  fast1000,  7,  16.759984209,  976696555,  297542635
4,  fast1000,  7,  18.360672711,  982509349,  344928729
5,  fast1000,  7,  17.961112123,  991107721,  326178998
6,  fast1000,  7,  16.559751808,  988457809,  334253224
7,  fast1000,  7,  18.159672470,  981518386,  340314129
8,  fast1000,  7,  18.359680007,  990237690,  341573030
9,  fast1000,  7,  17.759746927,  1001959940,  360918372
10,  fast1000,  7,  17.759263845,  996360747,  339303921
