iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1500,  17,  18.161272710,  1599224774,  393657456
2,  fast1500,  17,  17.960314359,  1633668633,  429515614
3,  fast1500,  17,  17.761938448,  1610125497,  414610250
4,  fast1500,  17,  18.560718586,  1597726038,  458503069
5,  fast1500,  17,  18.359793512,  1597438511,  425218300
6,  fast1500,  17,  18.360578391,  1564976772,  440675253
7,  fast1500,  17,  18.561028587,  1578171351,  465160494
8,  fast1500,  17,  17.559321929,  1646249886,  387981316
9,  fast1500,  17,  18.161517615,  1576322003,  391206255
10,  fast1500,  17,  18.760803185,  1611932457,  452402391
