iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1500,  7,  11.957155987,  724597597,  259342466
2,  fast1500,  7,  11.358116577,  735024491,  236317565
3,  fast1500,  7,  11.957701907,  759832083,  295666074
4,  fast1500,  7,  11.957698883,  761153185,  262775538
5,  fast1500,  7,  12.358347678,  753914411,  247810930
6,  fast1500,  7,  13.358933272,  774503189,  303941572
7,  fast1500,  7,  11.959130466,  779279759,  290763342
8,  fast1500,  7,  11.759069536,  750655337,  278962868
9,  fast1500,  7,  12.758654389,  763560768,  273476908
10,  fast1500,  7,  11.757999045,  756875450,  286533943
