iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1500,  6,  12.356644164,  736576655,  245089985
2,  fast1500,  6,  11.357821061,  683656404,  261491093
3,  fast1500,  6,  11.758772278,  665955492,  239067985
4,  fast1500,  6,  12.157809179,  694381804,  242855763
5,  fast1500,  6,  12.158421812,  763016243,  285409471
6,  fast1500,  6,  13.359444900,  725265544,  267232620
7,  fast1500,  6,  11.958337263,  722476645,  287363992
8,  fast1500,  6,  13.159664142,  713236846,  268578220
9,  fast1500,  6,  12.558816588,  690353808,  243705210
10,  fast1500,  6,  11.958695525,  728231246,  241173344
