iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  1,  2,  5.954009381,  4848918340,  153812013
2,  1,  2,  5.951388069,  4848903296,  153820224
3,  1,  2,  5.951260265,  4849706122,  153789456
4,  1,  2,  5.951237000,  4848591535,  153818639
5,  1,  2,  5.950884607,  4848698456,  153814719
6,  1,  2,  5.950759517,  4848575881,  153834935
7,  1,  2,  5.951266355,  4849164023,  153807746
8,  1,  2,  5.951779782,  4850071474,  153832064
9,  1,  2,  5.951237670,  4850262660,  153789963
10,  1,  2,  6.151418975,  4849293467,  153801464
