iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1500,  19,  18.760315909,  1792612322,  447363498
2,  fast1500,  19,  19.358210453,  1748894602,  460776721
3,  fast1500,  19,  18.557704990,  1824355188,  466097337
4,  fast1500,  19,  19.161806223,  1764177919,  467377984
5,  fast1500,  19,  19.959144116,  1759292969,  454349828
6,  fast1500,  19,  18.162090108,  1776492042,  413173059
7,  fast1500,  19,  18.757809571,  1804765827,  417749504
8,  fast1500,  19,  18.158357314,  1743930565,  449839988
9,  fast1500,  19,  18.358582128,  1781104207,  417920533
10,  fast1500,  19,  18.957965833,  1745606018,  491959524
