iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1000,  18,  27.364277073,  2470780013,  606722122
2,  fast1000,  18,  25.953148891,  2451864424,  494197023
3,  fast1000,  18,  26.564464855,  2438040398,  527126314
4,  fast1000,  18,  27.163523721,  2480831962,  591750449
5,  fast1000,  18,  24.762217355,  2470814537,  577672559
6,  fast1000,  18,  25.362504508,  2445179095,  530511665
7,  fast1000,  18,  26.361940687,  2451299944,  570561732
8,  fast1000,  18,  25.962201239,  2520305796,  601614764
9,  fast1000,  18,  25.163123331,  2514846861,  613076642
10,  fast1000,  18,  25.363358687,  2460839508,  590741193
