iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1000,  3,  14.960666154,  1091158794,  253547381
2,  fast1000,  3,  14.760000014,  1118587363,  249930484
3,  fast1000,  3,  14.760232320,  1061974969,  257106718
4,  fast1000,  3,  14.359789871,  1116451018,  253607446
5,  fast1000,  3,  14.359488517,  1094860564,  250975427
6,  fast1000,  3,  14.560732731,  1139140446,  253087056
7,  fast1000,  3,  14.359934912,  1103315116,  253995320
8,  fast1000,  3,  14.359076182,  1085099135,  253857091
9,  fast1000,  3,  14.759754295,  1093555085,  250274514
10,  fast1000,  3,  14.560041107,  1108424952,  253282646
