iteration,  mode, cores, time,  L1-dcache-load-misses,  LLC-load-misses
1,  fast1000,  11,  20.357213170,  1537484168,  379756124
2,  fast1000,  11,  21.162719643,  1544522639,  429015871
3,  fast1000,  11,  19.943144337,  1622893629,  454986690
4,  fast1000,  11,  20.961235259,  1513078756,  366493411
5,  fast1000,  11,  22.161213957,  1553906743,  424983114
6,  fast1000,  11,  19.560914097,  1588760501,  426139707
7,  fast1000,  11,  21.562062885,  1557535987,  389032475
8,  fast1000,  11,  20.961086502,  1493049088,  404883421
9,  fast1000,  11,  20.762063346,  1525400713,  396023995
10,  fast1000,  11,  19.961908502,  1618314114,  456330094
